     Protons     Neutrons     Experimental BE              Experimental Error            Theory BE                   Theory Error
          40          47  -750.15994699999999        4.1760000000000000E-003  -750.01505711729817        2.6651388160146779E-007
          40          48  -762.51295300000004        5.3680000000000004E-003  -760.81940052073742        2.5020058976411856E-007
          40          49  -771.83100000000002        3.1150000000000001E-003  -770.48109350702066        2.3305635621943999E-007
          40          50  -783.79925900000001        9.0000000000000006E-005  -780.51453862899086        2.1426230535264860E-007
          40          51  -790.99362299999996        9.1000000000000003E-005  -789.43917705133003        1.9736283335454419E-007
          40          52  -799.62842499999999        9.2000000000000000E-005  -798.74360946089030        1.8174876240385655E-007
          40          53  -806.36270900000000        4.6500000000000003E-004  -806.97102189563623        1.7323030771751245E-007
          40          54  -814.58134299999995        1.8799999999999999E-004  -815.58523670775719        1.7070371092684214E-007
          40          55  -821.04328899999996        8.5499999999999997E-004  -823.15233517597767        1.8071704998964623E-007
          40          56  -828.89344100000005        9.6000000000000002E-005  -831.11232121395187        1.9837746136285757E-007
          40          57  -834.46861200000001        3.8800000000000000E-004  -838.05336715208455        2.2784489437158478E-007
          40          58  -840.88395300000002        8.4279999999999997E-003  -845.39256008971120        2.6179877130222402E-007
          40          59  -845.28918499999997        1.0494000000000000E-002  -851.73940153046442        3.0405279233099500E-007
          40          60  -852.11734899999999        8.0999999999999996E-003  -858.48890990834718        3.4808350875790067E-007
          40          61  -856.97714099999996        8.3829999999999998E-003  -864.27119345567041        3.9811545235235421E-007
          40          62  -863.47025900000006        8.7720000000000003E-003  -870.46000091631834        4.4856951186421334E-007
          40          63  -867.76923399999998        9.2700000000000005E-003  -875.70536159667415        5.0377497591932828E-007
          40          64  -873.74925699999994        9.3600000000000003E-003  -881.36050821918457        5.5872225803680835E-007
          40          65  -877.56124399999999        1.2075000000000001E-002  -886.09473986734929        6.1768696473896369E-007
          40          66  -882.71774900000003       0.43311600000000000       -891.24148508970438        6.7600224100403775E-007
          40          67  -886.61886000000004        1.1224300000000000       -895.48869356784530        7.3785295682511013E-007
          40          68  -891.65804900000001       0.43200000000000000       -900.15066285134890        7.9879543357462158E-007
          40          69  -894.57404899999995       0.54500000000000004       -903.93340409442885        8.6292636703442613E-007
          40          70  -899.37204899999995       0.55000000000000004       -908.13272120078977        9.2595859237170160E-007
          40          71  -902.11004900000000       0.66600000000000004       -911.47212582066925        9.9191248417639604E-007
          40          72  -906.43004900000005       0.67200000000000004       -915.22953232968973        1.0566172936849741E-006
          41          38  -637.11004800000001       0.47399999999999998       -636.55178002311243        2.6888608105391163E-007
          41          39  -651.97604799999999       0.40000000000000002       -651.16636236521640        2.8567836773945691E-007
          41          40  -667.98404800000003       0.40500000000000003       -666.07873634330338        2.8609424613053772E-007
          41          41  -681.72604799999999       0.32800000000000001       -679.69024061134326        3.0226955341084765E-007
          41          42  -695.29528000000005       0.15089400000000000       -693.61535062798123        3.0088871625099438E-007
          41          43  -707.02921600000002        1.3020000000000000E-002  -706.28358028622949        3.1124772925338875E-007
          41          44  -720.16148299999998        4.0800000000000003E-003  -719.27937408744401        3.0443904824829191E-007
          41          45  -731.08713999999998        5.5040000000000002E-003  -731.05932553114576        3.0781667312592962E-007
          41          46  -743.89890700000001        6.7860000000000004E-003  -743.17915216003234        2.9463876977394971E-007
          41          47  -754.26936000000001        5.8784000000000003E-002  -754.12149425290863        2.9162208451857745E-007
          41          48  -766.79231600000003        2.3674000000000001E-002  -765.41455755893060        2.7244519450180552E-007
          41          49  -776.89988800000003        3.3300000000000001E-003  -775.56605456098475        2.6465994823780292E-007
          41          50  -788.94767500000000        2.9120000000000001E-003  -786.07781374112608        2.4084743234259538E-007
          41          51  -796.83427200000006        1.7480000000000000E-003  -795.48169928985726        2.3114346883285938E-007
          41          52  -805.66516000000001        1.4880000000000000E-003  -805.25422355994863        2.0561480151115066E-007
          41          53  -812.89274200000000        1.5039999999999999E-003  -813.95053220511909        1.9904606781104119E-007
          41          54  -821.38118799999995        4.7500000000000000E-004  -823.02281563263989        1.7797222508710121E-007
          41          55  -828.26910399999997        1.9200000000000000E-004  -831.04867745630031        1.8266010417165128E-007
          41          56  -836.34334400000000        4.2680000000000001E-003  -839.45691909579818        1.7601569848353868E-007
          41          57  -842.33354599999996        4.9979999999999998E-003  -846.84682213997417        1.9853133058985696E-007
          41          58  -849.21556299999997        1.1979000000000000E-002  -854.62467586707658        2.1183938753695697E-007
          41          59  -854.74894800000004        8.0000000000000002E-003  -861.41070041289788        2.4963952432416980E-007
          41          60  -861.91438300000004        3.7369999999999999E-003  -868.58949822695490        2.7884963146725850E-007
          41          61  -867.39870399999995        2.5500000000000002E-003  -874.80152639808807        3.2602976572080430E-007
          41          62  -874.19414099999995        3.9139999999999999E-003  -881.41047843604395        3.6557154195293021E-007
          41          63  -879.05578400000002        2.7039999999999998E-003  -887.07638211743858        4.1849669907026518E-007
          41          64  -885.22370799999999        3.9899999999999996E-003  -893.14275617564658        4.6487324608879470E-007
          41          65  -889.58277399999997        4.1339999999999997E-003  -898.28856583067932        5.2171940201752320E-007
          41          66  -895.17457100000001        8.0249999999999991E-003  -903.83784881332690        5.7293626952625692E-007
          41          67  -899.06786799999998        8.2080000000000000E-003  -908.48790543603968        6.3270493574077161E-007
          41          68  -904.28321800000003       0.25843899999999997       -913.54394882733709        6.8754672586840048E-007
          41          69  -907.97464800000000       0.83831000000000000       -917.72104097150009        7.4960592471499881E-007
          41          70  -912.64904799999999       0.33300000000000002       -922.30619215461070        8.0726135681065986E-007
          41          71  -916.05604800000003       0.33600000000000002       -926.03167972942924        8.7115873703002197E-007
          41          72  -920.39404800000000       0.45200000000000001       -930.16690074064252        9.3104208023930378E-007
          41          73  -923.29604800000004       0.45600000000000002       -933.46082704724927        9.9642543634170500E-007
          41          74  -927.37104799999997       0.46000000000000002       -937.16580215283750        1.0580880692401663E-006
          42          39  -652.58783400000004       0.48599999999999999       -651.27160336647091        2.7107770950289237E-007
          42          40  -669.25583400000005       0.40999999999999998       -666.70299870809288        2.7710678150999213E-007
          42          41  -683.31183399999998       0.41499999999999998       -680.83574363309731        2.8750052647371271E-007
          42          42  -699.18983400000002       0.33600000000000002       -695.26974786795176        2.9486490126721181E-007
          42          43  -710.60296900000003        1.5810000000000001E-002  -708.44879119104098        3.0219026325795836E-007
          42          44  -725.27480800000001        3.6979999999999999E-003  -721.94336637156209        3.0525910064319382E-007
          42          45  -736.12072200000000        2.8709999999999999E-003  -734.22376170451867        3.0652114015629550E-007
          42          46  -749.99373800000001        3.7840000000000000E-003  -746.83231641433701        3.0351889232129433E-007
          42          47  -760.39341000000002        3.9160000000000002E-003  -758.26482877773003        2.9822717067949332E-007
          42          48  -773.62235399999997        3.4199999999999999E-003  -770.03666270266558        2.8913058776576703E-007
          42          49  -783.72998199999995        6.2789999999999999E-003  -780.66818349756409        2.7797489664715617E-007
          42          50  -796.40099399999997        1.8400000000000000E-004  -791.64888057988071        2.6372931338813907E-007
          42          51  -804.47087099999999        1.8599999999999999E-004  -801.52279499962026        2.4827457245566137E-007
          42          52  -814.14913600000000        1.8799999999999999E-004  -811.75457200025937        2.3081032209188567E-007
          42          53  -821.51823400000001        9.5000000000000005E-005  -820.91108513849747        2.1391745145394329E-007
          42          54  -830.67258600000002        9.6000000000000002E-005  -830.43310141563529        1.9694868425569721E-007
          42          55  -837.49375799999996        1.9400000000000000E-004  -838.90952840340242        1.8403918014894594E-007
          42          56  -846.13629800000001        1.9599999999999999E-004  -847.75816186624240        1.7455605949229589E-007
          42          57  -852.06173699999999        1.9799999999999999E-004  -855.58918659758513        1.7432694360861377E-007
          42          58  -860.35603400000002        2.9999999999999997E-004  -863.79828008199627        1.8092958514123258E-007
          42          59  -865.75424899999996        3.0299999999999999E-004  -871.01618643841482        1.9919602337861717E-007
          42          60  -873.87173399999995        8.2620000000000002E-003  -878.61726815170994        2.2328020533237512E-007
          42          61  -879.33761800000002        9.2700000000000005E-003  -885.25214708839121        2.5666037090561829E-007
          42          62  -886.79819399999997        8.9440000000000006E-003  -892.27462826470935        2.9293547264541064E-007
          42          63  -891.85674900000004        9.0299999999999998E-003  -898.35456365897062        3.3583457500575912E-007
          42          64  -898.72541999999999        9.1160000000000008E-003  -904.82591613845443        3.7977456752499760E-007
          42          65  -903.21379400000001        9.2020000000000001E-003  -910.37715190861991        4.2875228845767272E-007
          42          66  -909.48948600000006        9.1800000000000007E-003  -916.32306798991260        4.7782785693205636E-007
          42          67  -913.47082699999999        1.1226999999999999E-002  -921.37015865930312        5.3103989316709499E-007
          42          68  -919.41877399999998        2.4199999999999999E-002  -926.81469526516275        5.8383965532635680E-007
          42          69  -922.88724600000000        1.2543000000000000E-002  -931.38064186146323        6.4021732358760653E-007
          42          70  -928.48183400000005       0.22400000000000000       -936.34635079279712        6.9586977561053333E-007
          42          71  -931.57483400000001       0.33900000000000002       -940.45272372982981        7.5471873339235957E-007
          42          72  -936.96983399999999       0.34200000000000003       -944.96076955693570        8.1262654622908113E-007
          42          73  -940.01483399999995       0.34499999999999997       -948.62781993731676        8.7344936570788481E-007
          42          74  -944.82583399999999       0.46400000000000002       -952.69808688265164        9.3316833988545314E-007
          42          75  -947.58983400000000       0.46800000000000003       -955.94484748052946        9.9558252046645549E-007
          42          76  -952.03183400000000       0.47199999999999998       -959.59603647992776        1.0567628615891333E-006
          43          40  -667.45240300000000       0.49800000000000000       -665.85962241815605        2.7333633948597668E-007
          43          41  -681.96340299999997       0.41999999999999998       -680.51574101920255        2.8863114928640608E-007
          43          42  -698.15840300000002       0.42499999999999999       -695.46097936835383        2.8888931952056194E-007
          43          43  -711.96340299999997       0.25800000000000001       -709.15308571063838        3.0421642506302895E-007
          43          44  -726.13713099999995        4.1760000000000000E-003  -723.14888575075713        3.0339347914704792E-007
          43          45  -738.19970699999999       0.14907200000000001       -735.93208368991816        3.1382098865581491E-007
          43          46  -751.98457800000006        3.8270000000000001E-003  -749.03190716341885        3.0840562153920174E-007
          43          47  -763.38571300000001        9.8999999999999999E-004  -760.95705057653822        3.1259071149444522E-007
          43          48  -776.71900800000003        2.3660000000000000E-003  -773.21028632064406        3.0150889050606338E-007
          43          49  -787.72935900000004        3.1280000000000001E-003  -784.32438631957632        2.9972840351706076E-007
          43          50  -800.48106399999995        1.0230000000000000E-003  -795.77673621465044        2.8310770582105327E-007
          43          51  -809.10458700000004        4.0419999999999996E-003  -806.12332213567242        2.7653320418797750E-007
          43          52  -819.03895299999999        5.0350000000000004E-003  -816.81714369355018        2.5530592831471586E-007
          43          53  -826.91053899999997        5.1840000000000002E-003  -826.43658388698293        2.4598760283090081E-007
          43          54  -836.38472800000000        4.0740000000000004E-003  -836.41119507489736        2.2211167679601482E-007
          43          55  -843.66379500000005        3.3319999999999999E-003  -845.34098263722035        2.1353863076206710E-007
          43          56  -852.63079300000004        8.9099999999999997E-004  -854.63293372199030        1.9099040105662975E-007
          43          57  -859.39520300000004        1.4000000000000000E-003  -862.90794157411028        1.8905505158942449E-007
          43          58  -867.79013899999995        2.4038000000000000E-002  -871.55125809004994        1.7519438840966760E-007
          43          59  -874.08970299999999        9.1800000000000007E-003  -879.20396718372854        1.8716266741201938E-007
          43          60  -882.19201199999998        9.7850000000000003E-003  -887.23036755371561        1.8984895392831072E-007
          43          61  -888.16289900000004        2.4856000000000000E-002  -894.29107146347860        2.1782752425870475E-007
          43          62  -896.02091800000005        3.5279999999999999E-002  -901.73016231732095        2.3751134432294618E-007
          43          63  -901.57833900000003        1.2296000000000000E-002  -908.22715103096232        2.7704076774360533E-007
          43          64  -908.62338199999999        8.6669999999999994E-003  -915.10660285372501        3.0887947265433686E-007
          43          65  -913.86753099999999        8.7480000000000006E-003  -921.06632819731556        3.5549459121619795E-007
          43          66  -920.29880500000002        9.7009999999999996E-003  -927.41203359032670        3.9533722788415527E-007
          43          67  -925.12189300000000        9.4599999999999997E-003  -932.85925840241123        4.4654209535842337E-007
          43          68  -931.18328199999996        1.0545000000000001E-002  -938.69547494122708        4.9188941456334460E-007
          43          69  -935.48895500000003        5.4879999999999998E-003  -943.65340783656052        5.4636509136227458E-007
          43          70  -941.11283500000002        3.3899999999999998E-003  -949.00288725494590        5.9573348367356514E-007
          43          71  -944.97292900000002       0.43319999999999997       -953.49330458322186        6.5270725081793837E-007
          43          72  -950.76400799999999       0.78947500000000004       -958.37740979334467        7.0515060360600623E-007
          43          73  -953.98340299999995       0.34799999999999998       -962.42076619668433        7.6410902882663761E-007
          43          74  -958.93240300000002       0.35099999999999998       -966.85957746759027        8.1897357618515969E-007
          43          75  -962.40940300000000       0.35399999999999998       -970.47510626697715        8.7953882263215786E-007
          43          76  -967.11540300000001       0.47599999999999998       -974.48751772125570        9.3634138530444326E-007
          43          77  -970.32340299999998       0.47999999999999998       -977.69332221230400        9.9821512336843238E-007
          43          78  -974.65940300000000       0.48399999999999999       -981.29712966077670        1.0565799872612450E-006
          44          41  -682.42675399999996       0.51000000000000001       -680.31593861938279        2.7567795250153575E-007
          44          42  -699.31475399999999       0.42999999999999999       -695.76078585489915        2.8068521055990995E-007
          44          43  -713.18975399999999       0.43500000000000000       -709.95452429874774        2.9027757940548609E-007
          44          44  -730.10075400000005       0.26400000000000001       -724.44057939475636        2.9716757630407837E-007
          44          45  -742.04775400000005       0.26700000000000002       -737.71579271599705        3.0451343821802368E-007
          44          46  -756.75587399999995        3.6900000000000001E-003  -751.29653066009791        3.0798807192003812E-007
          44          47  -768.18320200000005        2.1840000000000002E-003  -763.70412221036656        3.1010718734989457E-007
          44          48  -782.31587000000002        2.7599999999999999E-003  -776.42898352032853        3.0829021239831189E-007
          44          49  -793.30272000000002        2.0460000000000001E-003  -788.01604720503974        3.0449845469118122E-007
          44          50  -806.74088800000004        3.1020000000000002E-003  -799.93081656886443        2.9714533148541239E-007
          44          51  -815.68640400000004        9.4999999999999998E-003  -810.74099129779779        2.8785264181237519E-007
          44          52  -826.38030600000002        1.9200000000000000E-004  -821.88813407531711        2.7558896367634452E-007
          44          53  -834.49181699999997        2.7160000000000001E-003  -831.96191911028313        2.6192363071219715E-007
          44          54  -844.66742799999997        6.4679999999999998E-003  -842.38088108420368        2.4611658113608068E-007
          44          55  -852.13924199999997        2.9700000000000001E-004  -851.75591724029232        2.3008457720737660E-007
          44          56  -861.81265399999995        2.9999999999999997E-004  -861.48339223077210        2.1324594888382147E-007
          44          57  -868.61461899999995        4.0400000000000001E-004  -870.19471318186038        1.9847354248645940E-007
          44          58  -877.83430799999996        4.0800000000000000E-004  -879.26488248759915        1.8529110734453958E-007
          44          59  -884.06634899999995        4.1199999999999999E-004  -887.34513983201737        1.7811789634734521E-007
          44          60  -892.96624999999995        2.4960000000000000E-003  -895.78988691126449        1.7592254411637562E-007
          44          61  -898.87625400000002        2.5200000000000001E-003  -903.26955215069813        1.8363661354727581E-007
          44          62  -907.33639400000004        5.4060000000000002E-003  -911.11865549027038        1.9762102621757156E-007
          44          63  -912.94691599999999        8.6669999999999994E-003  -918.02620164864175        2.2142190920080636E-007
          44          64  -920.81705399999998        8.6400000000000001E-003  -925.30750837390030        2.4938062247716215E-007
          44          65  -925.96549700000003        8.9379999999999998E-003  -931.66957362040785        2.8469841497931246E-007
          44          66  -933.37096399999996        8.9099999999999995E-003  -938.40915606261183        3.2191488274713619E-007
          44          67  -938.15498100000002        9.6570000000000007E-003  -944.25069139390212        3.6457056649183590E-007
          44          68  -945.07185800000002        9.6319999999999999E-003  -950.47298854395240        4.0782388820889868E-007
          44          69  -949.38049799999999        3.6838000000000003E-002  -955.81739131599056        4.5539163286101603E-007
          44          70  -955.80551400000002        3.5339999999999998E-003  -961.54533684745206        5.0286225008323163E-007
          44          71  -959.84465899999998        8.8550000000000004E-002  -966.41457172092100        5.5397784020111822E-007
          44          72  -965.79518199999995        3.7120000000000000E-003  -971.66971005389792        6.0459429521509688E-007
          44          73  -969.28750800000000       0.43313400000000002       -976.08441872206208        6.5842238704239772E-007
          44          74  -975.14675399999999       0.23599999999999999       -980.88701041759703        7.1149142756725396E-007
          44          75  -978.53275399999995       0.35699999999999998       -984.86661131759172        7.6746708011917867E-007
          44          76  -983.99675400000001       0.35999999999999999       -989.23572893529899        8.2249832168666527E-007
          44          77  -987.11575400000004       0.36299999999999999       -992.79850799869848        8.8020663229016107E-007
          44          78  -992.34675400000003       0.48799999999999999       -996.75212341458189        9.3682833163061914E-007
          44          79  -995.31575399999997       0.49199999999999999       -999.91531678744548        9.9594567923073079E-007
          44          80  -1000.3087540000000       0.62000000000000000       -1003.4703808511453        1.0538618059600682E-006
          45          43  -711.78988400000003       0.44000000000000000       -709.33802021374743        2.9179612891478721E-007
          45          44  -728.86888399999998       0.35599999999999998       -724.31648543546453        2.9168423810790951E-007
          45          45  -742.81988400000000       0.27000000000000002       -738.08579047584931        3.0605942025472021E-007
          45          46  -757.71788400000003       0.27300000000000002       -752.14969116673115        3.0556720865946437E-007
          45          47  -770.22452399999997        4.4159999999999998E-003  -765.04190517075256        3.1592997388037561E-007
          45          48  -784.30860900000005        2.6040000000000000E-003  -778.24072797078804        3.1164234850862047E-007
          45          49  -796.27567199999999        3.3839999999999999E-003  -790.30302134232886        3.1648913953820066E-007
          45          50  -809.78003400000000        3.8950000000000000E-003  -802.68262795124065        3.0721229577543476E-007
          45          51  -819.19849199999999        9.9839999999999998E-003  -813.95874277566395        3.0655904522485108E-007
          45          52  -830.17960200000005        3.5501999999999999E-002  -825.56170050955973        2.9222223659887629E-007
          45          53  -838.82857799999999        1.1858000000000000E-002  -836.09226057589672        2.8689314710153366E-007
          45          54  -849.30602099999999        6.7320000000000001E-003  -846.95813715249085        2.6812037041053438E-007
          45          55  -857.38708399999996        1.8100000000000002E-002  -856.78092471044988        2.5961452302638653E-007
          45          56  -867.27970000000005        5.8580000000000004E-003  -866.94655171384647        2.3775803642860569E-007
          45          57  -874.72194600000000        6.4260000000000003E-003  -876.09675506986673        2.2853843334022358E-007
          45          58  -884.04165999999998        2.2659999999999998E-003  -885.59646392329682        2.0621735326265061E-007
          45          59  -891.04057999999998        2.2880000000000001E-003  -894.10689941054932        2.0040743738783431E-007
          45          60  -900.00380399999995        2.5200000000000001E-003  -902.97273315910149        1.8260824683010331E-007
          45          61  -906.58657000000005        5.4060000000000002E-003  -910.87404453431077        1.8630382259664791E-007
          45          62  -915.15890500000000        1.2090999999999999E-002  -919.13594829337012        1.8029257576933586E-007
          45          63  -921.39824399999998        1.4040000000000000E-002  -926.45678620401532        1.9836079353231749E-007
          45          64  -929.43736200000001        4.0330000000000001E-003  -934.14277874954655        2.0838376846103818E-007
          45          65  -935.33782399999996        1.7819999999999999E-002  -940.90996256639858        2.3959395963054176E-007
          45          66  -942.88492499999995        6.8820000000000001E-003  -948.04629121948869        2.6329570381815004E-007
          45          67  -948.38332400000002        4.4128000000000001E-002  -954.28495523174001        3.0328455781712523E-007
          45          68  -955.49065700000006        7.1190000000000003E-003  -960.89623591296390        3.3641110125683432E-007
          45          69  -960.50501999999994        7.1592000000000003E-002  -966.62996162828199        3.8195945816990095E-007
          45          70  -967.09555399999999        7.3600000000000002E-003  -972.73930572004610        4.2146790770778487E-007
          45          71  -971.67322400000000        7.3775999999999994E-002  -977.99024179300477        4.7079694320666925E-007
          45          72  -977.90576099999998        8.8920000000000006E-003  -983.61937124394512        5.1484612119802565E-007
          45          73  -981.96712800000000        2.4190000000000000E-002  -988.40834236790010        5.6696048648215302E-007
          45          74  -987.97376999999994        9.2820000000000003E-003  -993.57769429750988        6.1441185246020698E-007
          45          75  -992.02988400000004       0.23999999999999999       -997.92430023241968        6.6869505385016633E-007
          45          76  -997.54380300000003       0.61939900000000003       -1002.6531221421201        7.1879431050363902E-007
          45          77  -1001.4898840000000       0.24399999999999999       -1006.5758279102232        7.7482112008007769E-007
          45          78  -1006.7478840000000       0.36899999999999999       -1010.8822644754930        8.2703225165150945E-007
          45          79  -1010.3458840000000       0.37200000000000000       -1014.3984826348577        8.8448313025890733E-007
          45          80  -1015.6198840000000       0.50000000000000000       -1018.2996549388298        9.3840248711087980E-007
          45          81  -1018.9578840000000       0.50400000000000000       -1021.4258207388909        9.9702250735387020E-007
          45          82  -1023.7438840000000       0.63500000000000001       -1024.9378987084635        1.0523324092655436E-006
          46          44  -730.03278899999998       0.35999999999999999       -724.29414250128775        2.8450259470213751E-007
          46          45  -744.33378900000002       0.36399999999999999       -738.54699318973769        2.9313017408153981E-007
          46          46  -760.97878900000001       0.27600000000000002       -753.08391828223330        2.9938988034590255E-007
          46          47  -773.52978900000005       0.27900000000000003       -766.45077851189490        3.0657387158648809E-007
          46          48  -788.68089699999996        4.3239999999999997E-003  -780.11397041357191        3.1026417962792209E-007
          46          49  -800.61588900000004        3.0400000000000002E-003  -792.64205365387852        3.1302945938127821E-007
          46          50  -814.90470900000003        4.2240000000000003E-003  -805.47741919299733        3.1218050110001754E-007
          46          51  -824.59849899999995        4.8500000000000001E-003  -817.21053927272703        3.0966867974368224E-007
          46          52  -836.18489099999999        4.7039999999999998E-003  -829.26071774359480        3.0384357241430180E-007
          46          53  -845.11785899999995        4.9500000000000004E-003  -840.23959345858611        2.9623197192167614E-007
          46          54  -856.21938899999998        1.7600000000000001E-002  -851.54424635467524        2.8580356695763957E-007
          46          55  -864.51005299999997        4.5450000000000004E-003  -861.80677368600755        2.7389692291664300E-007
          46          56  -875.05236900000000        5.1000000000000004E-004  -872.40284392398621        2.5983987636856881E-007
          46          57  -882.67774599999996        9.2699999999999998E-004  -881.98433982755353        2.4508000599147810E-007
          46          58  -892.68698099999995        1.3519999999999999E-003  -891.90628415885055        2.2914577966955606E-007
          46          59  -899.78103899999996        1.1550000000000000E-003  -900.83970534253183        2.1401872255550615E-007
          46          60  -909.34194100000002        1.0600000000000000E-003  -910.11970314515156        1.9935584715992827E-007
          46          61  -915.87844700000005        1.1770000000000001E-003  -918.43584278791047        1.8822613147188323E-007
          46          62  -925.10127299999999        1.0800000000000000E-003  -927.10398400331212        1.8020563275022389E-007
          46          63  -931.25492699999995        1.0900000000000000E-003  -934.83164897774293        1.7946029355217239E-007
          46          64  -940.05060900000001        6.6000000000000000E-004  -942.91610359313734        1.8426623015613028E-007
          46          65  -945.77692800000000        7.7700000000000002E-004  -950.08227441798613        1.9833787184938266E-007
          46          66  -954.18387700000005        6.4960000000000000E-003  -957.60944558315612        2.1752761791429597E-007
          46          67  -959.52478099999996        6.8929999999999998E-003  -964.23942104586570        2.4467960816923332E-007
          46          68  -967.49592900000005        6.9540000000000001E-003  -971.23408364705620        2.7478521215133671E-007
          46          69  -972.50265899999999        1.3570000000000000E-002  -977.35161179071940        3.1083217248039053E-007
          46          70  -979.97926900000004        7.0759999999999998E-003  -983.83703807529218        3.4815901231431130E-007
          46          71  -984.64348199999995        7.2540000000000000E-003  -989.46443503323906        3.9005347949057554E-007
          46          72  -991.67898500000001        2.4780000000000002E-003  -995.46250868177367        4.3227567172449335E-007
          46          73  -995.76950499999998        8.2109999999999995E-003  -1000.6207666610104        4.7824645007514460E-007
          46          74  -1002.7129890000000        2.2799999999999999E-003  -1006.1520865335452        5.2400712073721817E-007
          46          75  -1006.6866070000000        3.3880000000000000E-003  -1010.8609720910414        5.7300828008759520E-007
          46          76  -1013.1917390000000        1.9519999999999999E-002  -1015.9449467271113        6.2146952873602282E-007
          46          77  -1017.0766020000000       0.78941399999999995       -1020.2230903467786        6.7283082090433878E-007
          46          78  -1023.1107890000000       0.24800000000000000       -1024.8780241714237        7.2342969957086334E-007
          46          79  -1026.8627890000000       0.37500000000000000       -1028.7430020314714        7.7668324446867551E-007
          46          80  -1032.6847889999999       0.37800000000000000       -1032.9861741086304        8.2901149444401510E-007
          46          81  -1036.0557890000000       0.50800000000000001       -1036.4545828261989        8.8380693865555647E-007
          46          82  -1041.5267890000000       0.51200000000000001       -1040.3023189044384        9.3755036992673344E-007
          46          83  -1042.6987890000000       0.64500000000000002       -1043.3898439548163        9.9361140986958890E-007
          47          45  -742.75546699999995       0.46000000000000002       -737.63425584338609        2.9532474417366735E-007
          47          46  -759.94446700000003       0.37200000000000000       -752.64619882836087        2.9463816250252384E-007
          47          47  -774.22746700000005       0.37600000000000000       -766.48962982508772        3.0794000729902282E-007
          47          48  -789.49546699999996       0.28499999999999998       -780.61926840571152        3.0755453224350376E-007
          47          49  -802.44330700000000        9.0048000000000003E-002  -793.61515412234348        3.1770497438643457E-007
          47          50  -816.82875200000001       0.11009500000000000       -806.90843539978505        3.1428875048476946E-007
          47          51  -827.14069500000005        3.2927999999999999E-002  -819.10065595600281        3.1963844319427848E-007
          47          52  -838.85809300000005        6.2370000000000004E-003  -831.60028615857823        3.1188767068965580E-007
          47          53  -848.35486700000001        5.0000000000000001E-003  -843.02964982191645        3.1222574778425369E-007
          47          54  -859.62261300000000        4.8479999999999999E-003  -854.77537909834416        2.9989988463164891E-007
          47          55  -868.60619499999996        8.1600000000000006E-003  -865.47989005650265        2.9577234635251060E-007
          47          56  -879.23352000000000        4.1200000000000004E-003  -876.50876754478759        2.7926035927865119E-007
          47          57  -887.61860300000001        4.2640000000000004E-003  -886.52386595865050        2.7176829116626245E-007
          47          58  -897.64431700000000        4.5149999999999999E-003  -896.87046870098845        2.5201800853859016E-007
          47          59  -905.58720100000005        2.9680000000000002E-003  -906.22924634072467        2.4293941642597242E-007
          47          60  -915.12276699999995        2.3540000000000002E-003  -915.92588513226258        2.2172901147978903E-007
          47          61  -922.39416700000004        2.3760000000000001E-003  -924.65927945613930        2.1395520445677950E-007
          47          62  -931.57820200000003        1.3079999999999999E-003  -933.73618430499687        1.9460128346318798E-007
          47          63  -938.38734699999998        1.3200000000000000E-003  -941.87315346346213        1.9268538444154792E-007
          47          64  -947.21682399999997        1.4430000000000001E-003  -950.35864098939510        1.8072769766667252E-007
          47          65  -953.65642700000001        2.4640000000000000E-003  -957.92632191496739        1.8999416024703782E-007
          47          66  -962.17081199999996        1.6611000000000001E-002  -965.84694671469606        1.9115466058465372E-007
          47          67  -968.14615900000001        4.5599999999999998E-003  -972.87079818242978        2.1360732828815183E-007
          47          68  -976.26929199999995        1.8284999999999999E-002  -980.25148993294169        2.2885066076713376E-007
          47          69  -981.90067899999997        3.2480000000000000E-003  -986.75542223947286        2.6171990605527686E-007
          47          70  -989.61135100000001        1.3572000000000001E-002  -993.61961008994433        2.8781879609221099E-007
          47          71  -995.05436899999995        2.4780000000000002E-003  -999.62610279533010        3.2752343483718288E-007
          47          72  -1002.2176950000000        1.4756000000000000E-002  -1005.9958284080931        3.6109663349286035E-007
          47          73  -1007.2947070000000        4.4400000000000004E-003  -1011.5260374087965        4.0530792160626902E-007
          47          74  -1014.1173970000000        1.2100000000000000E-002  -1017.4220578454623        4.4409871093753312E-007
          47          75  -1018.8919430000000        3.8185999999999998E-002  -1022.4959128947498        4.9149987025857039E-007
          47          76  -1025.4052360000001        3.0750000000000000E-002  -1027.9377944013024        5.3411172829430380E-007
          47          77  -1030.1286869999999       0.25147199999999997       -1032.5740880614521        5.8392587724645312E-007
          47          78  -1036.5197169999999       0.43312499999999998       -1037.5802916826128        6.2946244964352313E-007
          47          79  -1040.7414670000001       0.25200000000000000       -1041.7967605787728        6.8118638092805755E-007
          47          80  -1046.5894670000000       0.25400000000000000       -1046.3847204245135        7.2903471765167599E-007
          47          81  -1050.8634669999999       0.25600000000000001       -1050.1981195702781        7.8231113788995969E-007
          47          82  -1056.2364669999999       0.38700000000000001       -1054.3843144636937        8.3202565764025054E-007
          47          83  -1058.0554669999999       0.52000000000000002       -1057.8104853414270        8.8658175379986824E-007
          47          84  -1060.8244669999999       0.52400000000000002       -1061.6105044953799        9.3782180354217260E-007
          47          85  -1062.3234669999999       0.52800000000000002       -1064.6644374981843        9.9343823970713042E-007
